Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Auto_Assignable,Opps_Responded,Assigns,P25_NAT_Hours,Median_NAT_Hours,P75_NAT_Hours,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Median_Goal,Tail_Ratio,IQR_Hours,Wait_State,Primary_Action,Stress_Flags,Problem_Type
German 1,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,48.0,0.0,0.0,75.0,down,-75.0,0.0,0.0,,,,2.6,5.13333,28.56666,44.08333,47.35694006928406,Language,NICHE,72,12,8.59,25.97,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ISEE- Middle Level,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,151.0,124.0,71.0,71.4,83.8,down,-12.4,21.0,15.0,2.0,6.0,4.0,0.166665,2.349995,13.2458275,18.29166,56.1087224551874,Test Prep,NICHE,72,12,7.78,13.08,Healthy,On Track,[],On Track
PANCE,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,9.0,7.0,0.0,0.0,87.5,down,-87.5,1.0,0.0,0.0,11.0,8.0,0.03333,0.03333,0.03333,0.03333,46.89440962732919,Test Prep,NICHE,72,12,1.0,0.0,Insufficient_Data,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Environmental Science,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,164.0,139.0,67.0,66.7,85.1,down,-18.4,3.0,2.0,2.0,3.0,2.0,5.2,6.05,25.85,37.966662,49.26030359497645,Other,NICHE,72,12,6.28,20.65,Healthy,On Track,['idle_pool'],On Track
Blender,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,22.0,16.0,0.0,0.0,76.2,down,-76.2,1.0,0.0,,,,3.11666,5.58333,32.341665,55.119996,25.00681931260229,Other,NICHE,72,12,9.87,29.23,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Polish,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,8.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,,,,1.78333,2.73333,58.32083,76.53333,35.01446117136659,Language,NICHE,72,12,28.0,56.54,Tail_Risk,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
PMP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,32.0,20.0,0.0,0.0,62.5,down,-62.5,0.0,0.0,,,,,,,,36.49914942857142,Professional/Cert,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
ARDMS - Sonography Principals and Instruments (SPI),1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,8.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,,,,0.066665,0.3,0.3958325,10.448333,54.29347826086956,Professional/Cert,NICHE,72,12,34.83,0.33,Healthy,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Data Analysis,4.0,1,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,133.0,118.0,50.0,50.0,89.3,down,-39.3,2.0,1.0,0.0,11.0,6.0,17.71666,19.30833,27.88333,53.1,43.4541088772846,College,NICHE,72,12,2.75,10.17,Crisis,On Track,['idle_pool'],On Track
Computer Game Design,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,50.0,41.0,0.0,0.0,82.0,down,-82.0,0.0,0.0,,,,,,,,40.53497776898734,Technology,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Discrete Math,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,206.0,175.0,0.0,0.0,85.4,down,-85.4,1.0,0.0,0.0,0.0,0.0,17.499995,22.1,38.691665,78.53333,50.07911446292257,College,NICHE,72,12,3.55,21.19,Crisis,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
Physical Science,3.0,1,4.0,-52.0,11.0,210,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,0.0,1.0,238.0,201.0,50.0,50.0,84.7,down,-34.7,2.0,1.0,2.0,7.0,1.0,,,,,46.46459556478042,High School,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
Data Structures,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,145.0,120.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,,,,,,,,38.12232798742138,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Marketing,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,6.0,3.0,142.0,116.0,38.0,37.5,84.3,down,-46.8,8.0,3.0,2.0,0.0,0.0,0.1,0.2,3.93333,11.11333,42.35058785343335,College,NICHE,72,12,55.57,3.83,Healthy,On Track,['idle_pool'],On Track
Latin 2,2.0,1,2.0,-43.0,6.0,175,False,8.0,False,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,47.0,35.0,100.0,100.0,72.7,up,27.3,3.0,3.0,0.0,3.0,3.0,2.137495,2.80833,3.025,3.25,44.25750057803468,Language,NICHE,72,12,1.16,0.89,Healthy,On Track,['idle_pool'],On Track
Pathophysiology,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,112.0,86.0,25.0,25.0,80.8,down,-55.8,8.0,2.0,2.0,17.0,11.0,0.43333,1.16666,15.53333,21.773332,36.32450957061562,College,NICHE,72,12,18.66,15.1,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
FE - Mechanical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,8.0,4.0,0.0,0.0,50.0,down,-50.0,0.0,0.0,,,,3.9541625,10.15,24.6499975,34.63333,48.98857891986062,Other,NICHE,72,12,3.41,20.7,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Cell Biology,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,422.0,343.0,43.0,42.9,81.9,down,-39.1,7.0,3.0,1.0,69.0,37.0,0.13333,1.45,5.26666,10.569996,40.58485451434587,College,NICHE,72,12,7.29,5.13,Healthy,On Track,['idle_pool'],On Track
Grade 12 Physics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,178.0,149.0,0.0,0.0,83.7,down,-83.7,0.0,0.0,0.0,0.0,0.0,1.1,2.36666,4.26666,41.25,45.467105931758525,High School,NICHE,72,12,17.43,3.17,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
GED Math,5.0,1,6.0,-89.0,31.0,875,False,4.0,False,,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,1.0,405.0,332.0,75.0,75.0,82.2,down,-7.2,12.0,9.0,,,,0.48333,4.88333,5.47916,8.733327,53.51962978415181,Test Prep,NICHE,72,12,1.79,5.0,Healthy,On Track,[],On Track
PRAXIS Core Math,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,54.0,46.0,0.0,0.0,86.8,down,-86.8,1.0,0.0,,,,0.75,0.75,0.75,4.00333,49.7147143955276,Professional/Cert,NICHE,72,12,5.34,0.0,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Ukrainian,1.0,2,1.0,71.0,-5.0,58,True,12.0,False,,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,10.0,9.0,0.0,0.0,90.0,down,-90.0,0.0,0.0,,,,5.8041625,11.424995,17.0458275,20.418327,29.534932323232322,Language,LOW,60,12,1.79,11.24,Healthy,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Autodesk Revit,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,36.0,29.0,100.0,100.0,79.4,up,20.6,2.0,2.0,,,,0.1083275,40.249995,80.38333,80.38333,25.633918761726072,Technology,NICHE,72,12,2.0,80.28,Crisis,Investigate — Wait Times,['idle_pool'],On Track — High Wait
High School Computer Science,9.0,1,11.0,-89.0,56.0,900,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,262.0,213.0,33.0,33.3,83.0,down,-49.7,9.0,3.0,1.0,7.0,1.0,0.566665,4.73333,23.5291625,50.191661,40.88286811656773,High School,NICHE,72,12,10.6,22.96,Healthy,On Track,['idle_pool'],On Track
ISEE- Upper Level,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,134.0,109.0,74.0,73.7,82.6,down,-8.9,19.0,14.0,2.0,6.0,4.0,0.9541625,0.974995,0.9958275,1.008327,56.167924259504865,Test Prep,NICHE,72,12,1.03,0.04,Healthy,On Track,[],On Track
Social Work,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,2.0,102.0,79.0,14.0,14.3,82.1,down,-67.8,7.0,1.0,,,,0.03333,0.03333,0.03333,0.03333,49.657421718683196,College,NICHE,72,12,1.0,0.0,Insufficient_Data,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
College Business,11.0,1,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,218.0,175.0,56.0,55.6,81.3,down,-25.8,9.0,5.0,2.0,2.0,1.0,1.23333,5.73333,6.599995,7.46666,44.101923810909085,College,NICHE,72,12,1.3,5.37,Healthy,On Track,['idle_pool'],On Track
Machine Learning,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,88.0,77.0,50.0,50.0,89.3,down,-39.3,4.0,2.0,1.0,11.0,6.0,4.76666,6.6,57.4,68.803332,38.02577017629774,College,NICHE,72,12,10.42,52.63,Healthy,On Track,['idle_pool'],On Track
AP Physics C: Electricity and Magnetism,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,113.0,99.0,0.0,0.0,87.6,down,-87.6,0.0,0.0,,,,3.88333,8.2,24.58333,27.464999,47.51701617255163,AP,NICHE,72,12,3.35,20.7,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Philosophy,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,108.0,80.0,60.0,60.0,74.8,down,-14.8,5.0,3.0,1.0,3.0,3.0,4.9083325,6.2,11.2625,20.375,45.93312510665528,College,NICHE,72,12,3.29,6.35,Healthy,On Track,['idle_pool'],On Track
Singing,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,89.0,70.0,0.0,0.0,78.7,down,-78.7,0.0,0.0,,,,19.1333325,24.0,34.1,52.28,38.88248751830161,Arts & Music,NICHE,72,12,2.18,14.97,Crisis,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
GRE Quantitative,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,134.0,119.0,0.0,0.0,88.8,down,-88.8,0.0,0.0,,,,1.53333,1.53333,1.53333,1.53333,51.4705328209607,Test Prep,NICHE,72,12,1.0,0.0,Insufficient_Data,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
HESI,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,25.0,21.0,0.0,0.0,84.0,down,-84.0,0.0,0.0,0.0,0.0,0.0,2.93333,9.68333,64.3,65.993328,46.0687199386503,Other,NICHE,72,12,6.82,61.37,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CPA REG,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,33.0,30.0,0.0,0.0,90.9,down,-90.9,0.0,0.0,0.0,1.0,0.0,0.03333,0.05,0.05,0.05,39.69866867256637,Professional/Cert,NICHE,72,12,1.0,0.02,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Video Game Design,2.0,2,2.0,-21.0,3.0,127,False,11.0,False,,11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,1.0,41.0,33.0,0.0,0.0,80.5,down,-80.5,0.0,0.0,,,,5.55,5.55,6.21666,47.596662,43.18329992101105,Technology,LOW,60,12,8.58,0.67,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Economics,6.0,2,7.0,-67.0,28.0,300,False,14.0,False,,14.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,1.0,276.0,221.0,57.0,57.1,80.7,down,-23.5,7.0,4.0,,,,0.21666,0.3,3.9,65.37,48.44866523042929,High School,LOW,60,12,217.9,3.68,Tail_Risk,Investigate — Wait Times,['idle_pool'],On Track — High Wait
SQL,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,178.0,144.0,50.0,50.0,82.7,down,-32.7,10.0,5.0,3.0,11.0,6.0,11.975,18.75,31.325,38.87,38.19762902881537,College,NICHE,72,12,2.07,19.35,Crisis,On Track,['idle_pool'],On Track
MAP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,24.0,18.0,0.0,0.0,75.0,down,-75.0,0.0,0.0,,,,5.74583,7.924995,20.0083275,40.423329,53.27558217522659,Test Prep,NICHE,72,12,5.1,14.26,Healthy,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Graphic Design,11.0,1,13.0,-91.0,70.0,1100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,4.0,3.0,124.0,87.0,25.0,25.0,73.3,down,-48.3,8.0,2.0,3.0,1.0,1.0,22.28333,24.0,38.1416625,68.76666,42.22142729018102,Arts & Music,NICHE,72,12,2.87,15.86,Crisis,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
TOEFL,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,66.0,53.0,0.0,0.0,80.3,down,-80.3,0.0,0.0,0.0,7.0,1.0,0.36666,0.36666,0.36666,0.36666,47.37987677804295,Other,NICHE,72,12,1.0,0.0,Insufficient_Data,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Contract Law,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,50.0,38.0,50.0,50.0,77.1,down,-27.1,2.0,1.0,0.0,2.0,1.0,,,,,42.99088686382393,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Animation,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,38.0,28.0,0.0,0.0,73.7,down,-73.7,0.0,0.0,,,,3.96666,9.55,27.81666,37.359996,36.76221839729119,Arts & Music,NICHE,72,12,3.91,23.85,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Autodesk Fusion 360,1.0,1,1.0,43.0,-3.0,70,True,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,1.0,1.0,23.0,19.0,0.0,0.0,86.4,down,-86.4,1.0,0.0,,,,3.887495,14.15,29.087495,34.06666,23.746993650793648,Technology,LOW,60,12,2.41,25.2,Crisis,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Finite Mathematics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,144.0,122.0,100.0,100.0,84.6,up,15.4,1.0,1.0,,,,6.95833,12.58333,35.6208325,64.791665,55.189683733333325,College,NICHE,72,12,5.15,28.66,Crisis,On Track,[],On Track
IB French,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,38.0,29.0,100.0,100.0,75.7,up,24.3,1.0,1.0,,,,1.1625,2.125,3.0875,3.665,42.684405346534646,IB,NICHE,72,12,1.72,1.92,Healthy,On Track,['idle_pool'],On Track
Data Science,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,120.0,97.0,50.0,50.0,83.0,down,-33.0,8.0,4.0,1.0,11.0,6.0,0.4,22.51666,24.0,24.0,40.28437220254957,College,NICHE,72,12,1.07,23.6,Crisis,On Track,['idle_pool'],On Track
Project Management/PMP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,66.0,46.0,0.0,0.0,69.7,down,-69.7,0.0,0.0,,,,0.13333,0.88333,10.266665,29.97,35.10939779735683,Professional/Cert,NICHE,72,12,33.93,10.13,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Microsoft Word,11.0,1,13.0,-87.0,67.0,770,False,10.0,False,,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,307.0,239.0,50.0,50.0,78.2,down,-28.2,4.0,2.0,0.0,2.0,1.0,0.204165,0.41666,1.366665,42.076662,36.97839527468305,Technology,LOW,60,12,100.99,1.16,Healthy,On Track,['idle_pool'],On Track
Sociology,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,181.0,150.0,100.0,100.0,82.8,up,17.2,1.0,1.0,,,,0.1583325,0.2,5.3875,14.725,50.03842249540442,College,NICHE,72,12,73.62,5.23,Healthy,On Track,[],On Track
Neuroscience,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,147.0,110.0,25.0,25.0,76.2,down,-51.2,4.0,1.0,0.0,84.0,14.0,2.749995,38.75,82.71666,115.01666,40.79263294001967,College,NICHE,72,12,2.97,79.97,Crisis,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck', 'high_wait']",On Track — High Wait
Algorithms,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,100.0,82.0,0.0,0.0,82.8,down,-82.8,1.0,0.0,,,,1.00833,3.18333,10.749995,20.589996,43.00015983086681,College,NICHE,72,12,6.47,9.74,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Civil Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,49.0,39.0,100.0,100.0,79.2,up,20.8,1.0,1.0,0.0,0.0,0.0,0.3,7.15,34.11666,46.55,47.93081426710097,College,NICHE,72,12,6.51,33.82,Healthy,On Track,['idle_pool'],On Track
Voice,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,77.0,61.0,0.0,0.0,79.2,down,-79.2,0.0,0.0,,,,2.28333,4.341665,9.4083325,15.813331,39.16368780383795,Arts & Music,NICHE,72,12,3.64,7.13,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
R Programming,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,62.0,50.0,0.0,0.0,82.0,down,-82.0,1.0,0.0,,,,,,,,40.340867267267264,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Public Health,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,91.0,68.0,0.0,0.0,74.7,down,-74.7,0.0,0.0,,,,3.549995,6.13333,16.149995,22.159994,43.086339213085765,College,NICHE,72,12,3.61,12.6,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Algebra Regents,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,128.0,101.0,0.0,0.0,78.9,down,-78.9,0.0,0.0,,,,0.916665,5.124995,20.97083,31.251666,54.17589439065108,Test Prep,NICHE,72,12,6.1,20.05,Healthy,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Biostatistics,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,108.0,89.0,0.0,0.0,83.2,down,-83.2,1.0,0.0,,,,6.349995,10.53333,14.716665,17.226666,50.871995459008346,College,NICHE,72,12,1.64,8.37,Healthy,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Web Development,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,95.0,81.0,100.0,100.0,85.1,up,14.9,1.0,1.0,,,,4.274995,30.225,47.75,56.3,38.41136845437616,College,NICHE,72,12,1.86,43.48,Crisis,On Track,['idle_pool'],On Track
